id,nombre,email,ciudad,fecha_registro,canal_adquisicion,es_vip
1014,Sara Vega 1014,cliente1014@email.com,Bilbao,2028-04-30,referido,False
1015,Ana García 1015,cliente1015@email.com,Madrid,2028-05-03,email,True
1016,Luis Martín 1016,cliente1016@email.com,Barcelona,2028-05-06,google,False
1017,Eva López 1017,cliente1017@email.com,Valencia,2028-05-09,facebook,False
1018,Carlos Ruiz 1018,cliente1018@email.com,Sevilla,2028-05-12,organico,False
1019,Marta Soto 1019,cliente1019@email.com,Bilbao,2028-05-15,referido,False
1020,Pablo Díaz 1020,cliente1020@email.com,Madrid,2028-05-18,email,False
1021,Sara Vega 1021,cliente1021@email.com,Barcelona,2028-05-21,google,False
1022,Ana García 1022,cliente1022@email.com,Valencia,2028-05-24,facebook,True
1023,Luis Martín 1023,cliente1023@email.com,Sevilla,2028-05-27,organico,False
1024,Eva López 1024,cliente1024@email.com,Bilbao,2028-05-30,referido,False
1025,Carlos Ruiz 1025,cliente1025@email.com,Madrid,2028-06-02,email,False
1026,Marta Soto 1026,cliente1026@email.com,Barcelona,2028-06-05,google,False
1027,Pablo Díaz 1027,cliente1027@email.com,Valencia,2028-06-08,facebook,False
1028,Sara Vega 1028,cliente1028@email.com,Sevilla,2028-06-11,organico,False
1029,Ana García 1029,cliente1029@email.com,Bilbao,2028-06-14,referido,True
1030,Luis Martín 1030,cliente1030@email.com,Madrid,2028-06-17,email,False
1031,Eva López 1031,cliente1031@email.com,Barcelona,2028-06-20,google,False
1032,Carlos Ruiz 1032,cliente1032@email.com,Valencia,2028-06-23,facebook,False
1033,Marta Soto 1033,cliente1033@email.com,Sevilla,2028-06-26,organico,False
1034,Pablo Díaz 1034,cliente1034@email.com,Bilbao,2028-06-29,referido,False
1035,Sara Vega 1035,cliente1035@email.com,Madrid,2028-07-02,email,False
1036,Ana García 1036,cliente1036@email.com,Barcelona,2028-07-05,google,True
1037,Luis Martín 1037,cliente1037@email.com,Valencia,2028-07-08,facebook,False
1038,Eva López 1038,cliente1038@email.com,Sevilla,2028-07-11,organico,False
1039,Carlos Ruiz 1039,cliente1039@email.com,Bilbao,2028-07-14,referido,False
1040,Marta Soto 1040,cliente1040@email.com,Madrid,2028-07-17,email,False
1041,Pablo Díaz 1041,cliente1041@email.com,Barcelona,2028-07-20,google,False
1042,Sara Vega 1042,cliente1042@email.com,Valencia,2028-07-23,facebook,False
1043,Ana García 1043,cliente1043@email.com,Sevilla,2028-07-26,organico,True
1044,Luis Martín 1044,cliente1044@email.com,Bilbao,2028-07-29,referido,False
1045,Eva López 1045,cliente1045@email.com,Madrid,2028-08-01,email,False
1046,Carlos Ruiz 1046,cliente1046@email.com,Barcelona,2028-08-04,google,False
1047,Marta Soto 1047,cliente1047@email.com,Valencia,2028-08-07,facebook,False
1048,Pablo Díaz 1048,cliente1048@email.com,Sevilla,2028-08-10,organico,False
1049,Sara Vega 1049,cliente1049@email.com,Bilbao,2028-08-13,referido,False
1050,Ana García 1050,cliente1050@email.com,Madrid,2028-08-16,email,True
1051,Luis Martín 1051,cliente1051@email.com,Barcelona,2028-08-19,google,False
1052,Eva López 1052,cliente1052@email.com,Valencia,2028-08-22,facebook,False
1053,Carlos Ruiz 1053,cliente1053@email.com,Sevilla,2028-08-25,organico,False
1054,Marta Soto 1054,cliente1054@email.com,Bilbao,2028-08-28,referido,False
1055,Pablo Díaz 1055,cliente1055@email.com,Madrid,2028-08-31,email,False
1056,Sara Vega 1056,cliente1056@email.com,Barcelona,2028-09-03,google,False
1057,Ana García 1057,cliente1057@email.com,Valencia,2028-09-06,facebook,True
1058,Luis Martín 1058,cliente1058@email.com,Sevilla,2028-09-09,organico,False
1059,Eva López 1059,cliente1059@email.com,Bilbao,2028-09-12,referido,False
1060,Carlos Ruiz 1060,cliente1060@email.com,Madrid,2028-09-15,email,False
1061,Marta Soto 1061,cliente1061@email.com,Barcelona,2028-09-18,google,False
1062,Pablo Díaz 1062,cliente1062@email.com,Valencia,2028-09-21,facebook,False
1063,Sara Vega 1063,cliente1063@email.com,Sevilla,2028-09-24,organico,False
1064,Ana García 1064,cliente1064@email.com,Bilbao,2028-09-27,referido,True
1065,Luis Martín 1065,cliente1065@email.com,Madrid,2028-09-30,email,False
1066,Eva López 1066,cliente1066@email.com,Barcelona,2028-10-03,google,False
1067,Carlos Ruiz 1067,cliente1067@email.com,Valencia,2028-10-06,facebook,False
1068,Marta Soto 1068,cliente1068@email.com,Sevilla,2028-10-09,organico,False
1069,Pablo Díaz 1069,cliente1069@email.com,Bilbao,2028-10-12,referido,False
1070,Sara Vega 1070,cliente1070@email.com,Madrid,2028-10-15,email,False
1071,Ana García 1071,cliente1071@email.com,Barcelona,2028-10-18,google,True
1072,Luis Martín 1072,cliente1072@email.com,Valencia,2028-10-21,facebook,False
1073,Eva López 1073,cliente1073@email.com,Sevilla,2028-10-24,organico,False
1074,Carlos Ruiz 1074,cliente1074@email.com,Bilbao,2028-10-27,referido,False
1075,Marta Soto 1075,cliente1075@email.com,Madrid,2028-10-30,email,False
1076,Pablo Díaz 1076,cliente1076@email.com,Barcelona,2028-11-02,google,False
1077,Sara Vega 1077,cliente1077@email.com,Valencia,2028-11-05,facebook,False
1078,Ana García 1078,cliente1078@email.com,Sevilla,2028-11-08,organico,True
1079,Luis Martín 1079,cliente1079@email.com,Bilbao,2028-11-11,referido,False
1080,Eva López 1080,cliente1080@email.com,Madrid,2028-11-14,email,False
1081,Carlos Ruiz 1081,cliente1081@email.com,Barcelona,2028-11-17,google,False
1082,Marta Soto 1082,cliente1082@email.com,Valencia,2028-11-20,facebook,False
1083,Pablo Díaz 1083,cliente1083@email.com,Sevilla,2028-11-23,organico,False
1084,Sara Vega 1084,cliente1084@email.com,Bilbao,2028-11-26,referido,False
1085,Ana García 1085,cliente1085@email.com,Madrid,2028-11-29,email,True
1086,Luis Martín 1086,cliente1086@email.com,Barcelona,2028-12-02,google,False
1087,Eva López 1087,cliente1087@email.com,Valencia,2028-12-05,facebook,False
1088,Carlos Ruiz 1088,cliente1088@email.com,Sevilla,2028-12-08,organico,False
1089,Marta Soto 1089,cliente1089@email.com,Bilbao,2028-12-11,referido,False
1090,Pablo Díaz 1090,cliente1090@email.com,Madrid,2028-12-14,email,False
1091,Sara Vega 1091,cliente1091@email.com,Barcelona,2028-12-17,google,False
1092,Ana García 1092,cliente1092@email.com,Valencia,2028-12-20,facebook,True
1093,Luis Martín 1093,cliente1093@email.com,Sevilla,2028-12-23,organico,False
1094,Eva López 1094,cliente1094@email.com,Bilbao,2028-12-26,referido,False
1095,Carlos Ruiz 1095,cliente1095@email.com,Madrid,2028-12-29,email,False
1096,Marta Soto 1096,cliente1096@email.com,Barcelona,2029-01-01,google,False
1097,Pablo Díaz 1097,cliente1097@email.com,Valencia,2029-01-04,facebook,False
1098,Sara Vega 1098,cliente1098@email.com,Sevilla,2029-01-07,organico,False
1099,Ana García 1099,cliente1099@email.com,Bilbao,2029-01-10,referido,True
1100,Luis Martín 1100,cliente1100@email.com,Madrid,2029-01-13,email,False
1101,Eva López 1101,cliente1101@email.com,Barcelona,2029-01-16,google,False
1102,Carlos Ruiz 1102,cliente1102@email.com,Valencia,2029-01-19,facebook,False
1103,Marta Soto 1103,cliente1103@email.com,Sevilla,2029-01-22,organico,False
1104,Pablo Díaz 1104,cliente1104@email.com,Bilbao,2029-01-25,referido,False
1105,Sara Vega 1105,cliente1105@email.com,Madrid,2029-01-28,email,False
1106,Ana García 1106,cliente1106@email.com,Barcelona,2029-01-31,google,True
1107,Luis Martín 1107,cliente1107@email.com,Valencia,2029-02-03,facebook,False
1108,Eva López 1108,cliente1108@email.com,Sevilla,2029-02-06,organico,False
1109,Carlos Ruiz 1109,cliente1109@email.com,Bilbao,2029-02-09,referido,False
1110,Marta Soto 1110,cliente1110@email.com,Madrid,2029-02-12,email,False
1111,Pablo Díaz 1111,cliente1111@email.com,Barcelona,2029-02-15,google,False
1112,Sara Vega 1112,cliente1112@email.com,Valencia,2029-02-18,facebook,False
1113,Ana García 1113,cliente1113@email.com,Sevilla,2029-02-21,organico,True
1114,Luis Martín 1114,cliente1114@email.com,Bilbao,2029-02-24,referido,False
1115,Eva López 1115,cliente1115@email.com,Madrid,2029-02-27,email,False
1116,Carlos Ruiz 1116,cliente1116@email.com,Barcelona,2029-03-02,google,False
1117,Marta Soto 1117,cliente1117@email.com,Valencia,2029-03-05,facebook,False
1118,Pablo Díaz 1118,cliente1118@email.com,Sevilla,2029-03-08,organico,False
1119,Sara Vega 1119,cliente1119@email.com,Bilbao,2029-03-11,referido,False
1120,Ana García 1120,cliente1120@email.com,Madrid,2029-03-14,email,True
1121,Luis Martín 1121,cliente1121@email.com,Barcelona,2029-03-17,google,False
1122,Eva López 1122,cliente1122@email.com,Valencia,2029-03-20,facebook,False
1123,Carlos Ruiz 1123,cliente1123@email.com,Sevilla,2029-03-23,organico,False
1124,Marta Soto 1124,cliente1124@email.com,Bilbao,2029-03-26,referido,False
1125,Pablo Díaz 1125,cliente1125@email.com,Madrid,2029-03-29,email,False
1126,Sara Vega 1126,cliente1126@email.com,Barcelona,2029-04-01,google,False
1127,Ana García 1127,cliente1127@email.com,Valencia,2029-04-04,facebook,True
1128,Luis Martín 1128,cliente1128@email.com,Sevilla,2029-04-07,organico,False
1129,Eva López 1129,cliente1129@email.com,Bilbao,2029-04-10,referido,False
1130,Carlos Ruiz 1130,cliente1130@email.com,Madrid,2029-04-13,email,False
1131,Marta Soto 1131,cliente1131@email.com,Barcelona,2029-04-16,google,False
1132,Pablo Díaz 1132,cliente1132@email.com,Valencia,2029-04-19,facebook,False
1133,Sara Vega 1133,cliente1133@email.com,Sevilla,2029-04-22,organico,False
1134,Ana García 1134,cliente1134@email.com,Bilbao,2029-04-25,referido,True
1135,Luis Martín 1135,cliente1135@email.com,Madrid,2029-04-28,email,False
1136,Eva López 1136,cliente1136@email.com,Barcelona,2029-05-01,google,False
1137,Carlos Ruiz 1137,cliente1137@email.com,Valencia,2029-05-04,facebook,False
1138,Marta Soto 1138,cliente1138@email.com,Sevilla,2029-05-07,organico,False
1139,Pablo Díaz 1139,cliente1139@email.com,Bilbao,2029-05-10,referido,False
1140,Sara Vega 1140,cliente1140@email.com,Madrid,2029-05-13,email,False
1141,Ana García 1141,cliente1141@email.com,Barcelona,2029-05-16,google,True
1142,Luis Martín 1142,cliente1142@email.com,Valencia,2029-05-19,facebook,False
1143,Eva López 1143,cliente1143@email.com,Sevilla,2029-05-22,organico,False
1144,Carlos Ruiz 1144,cliente1144@email.com,Bilbao,2029-05-25,referido,False
1145,Marta Soto 1145,cliente1145@email.com,Madrid,2029-05-28,email,False
1146,Pablo Díaz 1146,cliente1146@email.com,Barcelona,2029-05-31,google,False
1147,Sara Vega 1147,cliente1147@email.com,Valencia,2029-06-03,facebook,False
1148,Ana García 1148,cliente1148@email.com,Sevilla,2029-06-06,organico,True
1149,Luis Martín 1149,cliente1149@email.com,Bilbao,2029-06-09,referido,False
1150,Eva López 1150,cliente1150@email.com,Madrid,2029-06-12,email,False
1151,Carlos Ruiz 1151,cliente1151@email.com,Barcelona,2029-06-15,google,False
1152,Marta Soto 1152,cliente1152@email.com,Valencia,2029-06-18,facebook,False
1153,Pablo Díaz 1153,cliente1153@email.com,Sevilla,2029-06-21,organico,False
1154,Sara Vega 1154,cliente1154@email.com,Bilbao,2029-06-24,referido,False
1155,Ana García 1155,cliente1155@email.com,Madrid,2029-06-27,email,True
1156,Luis Martín 1156,cliente1156@email.com,Barcelona,2029-06-30,google,False
1157,Eva López 1157,cliente1157@email.com,Valencia,2029-07-03,facebook,False
1158,Carlos Ruiz 1158,cliente1158@email.com,Sevilla,2029-07-06,organico,False
1159,Marta Soto 1159,cliente1159@email.com,Bilbao,2029-07-09,referido,False
1160,Pablo Díaz 1160,cliente1160@email.com,Madrid,2029-07-12,email,False
1161,Sara Vega 1161,cliente1161@email.com,Barcelona,2029-07-15,google,False
1162,Ana García 1162,cliente1162@email.com,Valencia,2029-07-18,facebook,True
1163,Luis Martín 1163,cliente1163@email.com,Sevilla,2029-07-21,organico,False
1164,Eva López 1164,cliente1164@email.com,Bilbao,2029-07-24,referido,False
1165,Carlos Ruiz 1165,cliente1165@email.com,Madrid,2029-07-27,email,False
1166,Marta Soto 1166,cliente1166@email.com,Barcelona,2029-07-30,google,False
1167,Pablo Díaz 1167,cliente1167@email.com,Valencia,2029-08-02,facebook,False
1168,Sara Vega 1168,cliente1168@email.com,Sevilla,2029-08-05,organico,False
1169,Ana García 1169,cliente1169@email.com,Bilbao,2029-08-08,referido,True
1170,Luis Martín 1170,cliente1170@email.com,Madrid,2029-08-11,email,False
1171,Eva López 1171,cliente1171@email.com,Barcelona,2029-08-14,google,False
1172,Carlos Ruiz 1172,cliente1172@email.com,Valencia,2029-08-17,facebook,False
1173,Marta Soto 1173,cliente1173@email.com,Sevilla,2029-08-20,organico,False
1174,Pablo Díaz 1174,cliente1174@email.com,Bilbao,2029-08-23,referido,False
1175,Sara Vega 1175,cliente1175@email.com,Madrid,2029-08-26,email,False
1176,Ana García 1176,cliente1176@email.com,Barcelona,2029-08-29,google,True
1177,Luis Martín 1177,cliente1177@email.com,Valencia,2029-09-01,facebook,False
1178,Eva López 1178,cliente1178@email.com,Sevilla,2029-09-04,organico,False
1179,Carlos Ruiz 1179,cliente1179@email.com,Bilbao,2029-09-07,referido,False
1180,Marta Soto 1180,cliente1180@email.com,Madrid,2029-09-10,email,False
1181,Pablo Díaz 1181,cliente1181@email.com,Barcelona,2029-09-13,google,False
1182,Sara Vega 1182,cliente1182@email.com,Valencia,2029-09-16,facebook,False
1183,Ana García 1183,cliente1183@email.com,Sevilla,2029-09-19,organico,True
1184,Luis Martín 1184,cliente1184@email.com,Bilbao,2029-09-22,referido,False
1185,Eva López 1185,cliente1185@email.com,Madrid,2029-09-25,email,False
1186,Carlos Ruiz 1186,cliente1186@email.com,Barcelona,2029-09-28,google,False
1187,Marta Soto 1187,cliente1187@email.com,Valencia,2029-10-01,facebook,False
1188,Pablo Díaz 1188,cliente1188@email.com,Sevilla,2029-10-04,organico,False
1189,Sara Vega 1189,cliente1189@email.com,Bilbao,2029-10-07,referido,False
1190,Ana García 1190,cliente1190@email.com,Madrid,2029-10-10,email,True
1191,Luis Martín 1191,cliente1191@email.com,Barcelona,2029-10-13,google,False
1192,Eva López 1192,cliente1192@email.com,Valencia,2029-10-16,facebook,False
1193,Carlos Ruiz 1193,cliente1193@email.com,Sevilla,2029-10-19,organico,False
1194,Marta Soto 1194,cliente1194@email.com,Bilbao,2029-10-22,referido,False
1195,Pablo Díaz 1195,cliente1195@email.com,Madrid,2029-10-25,email,False
1196,Sara Vega 1196,cliente1196@email.com,Barcelona,2029-10-28,google,False
1197,Ana García 1197,cliente1197@email.com,Valencia,2029-10-31,facebook,True
1198,Luis Martín 1198,cliente1198@email.com,Sevilla,2029-11-03,organico,False
1199,Eva López 1199,cliente1199@email.com,Bilbao,2029-11-06,referido,False
1200,Carlos Ruiz 1200,cliente1200@email.com,Madrid,2029-11-09,email,False
1201,Marta Soto 1201,cliente1201@email.com,Barcelona,2029-11-12,google,False
1202,Pablo Díaz 1202,cliente1202@email.com,Valencia,2029-11-15,facebook,False
1203,Sara Vega 1203,cliente1203@email.com,Sevilla,2029-11-18,organico,False
1204,Ana García 1204,cliente1204@email.com,Bilbao,2029-11-21,referido,True
1205,Luis Martín 1205,cliente1205@email.com,Madrid,2029-11-24,email,False
1206,Eva López 1206,cliente1206@email.com,Barcelona,2029-11-27,google,False
1207,Carlos Ruiz 1207,cliente1207@email.com,Valencia,2029-11-30,facebook,False
1208,Marta Soto 1208,cliente1208@email.com,Sevilla,2029-12-03,organico,False
1209,Pablo Díaz 1209,cliente1209@email.com,Bilbao,2029-12-06,referido,False
1210,Sara Vega 1210,cliente1210@email.com,Madrid,2029-12-09,email,False
1211,Ana García 1211,cliente1211@email.com,Barcelona,2029-12-12,google,True
1212,Luis Martín 1212,cliente1212@email.com,Valencia,2029-12-15,facebook,False
1213,Eva López 1213,cliente1213@email.com,Sevilla,2029-12-18,organico,False
1214,Carlos Ruiz 1214,cliente1214@email.com,Bilbao,2029-12-21,referido,False
1215,Marta Soto 1215,cliente1215@email.com,Madrid,2029-12-24,email,False
1216,Pablo Díaz 1216,cliente1216@email.com,Barcelona,2029-12-27,google,False
1217,Sara Vega 1217,cliente1217@email.com,Valencia,2029-12-30,facebook,False
1218,Ana García 1218,cliente1218@email.com,Sevilla,2030-01-02,organico,True
1219,Luis Martín 1219,cliente1219@email.com,Bilbao,2030-01-05,referido,False
1220,Eva López 1220,cliente1220@email.com,Madrid,2030-01-08,email,False
1221,Carlos Ruiz 1221,cliente1221@email.com,Barcelona,2030-01-11,google,False
1222,Marta Soto 1222,cliente1222@email.com,Valencia,2030-01-14,facebook,False
1223,Pablo Díaz 1223,cliente1223@email.com,Sevilla,2030-01-17,organico,False
1224,Sara Vega 1224,cliente1224@email.com,Bilbao,2030-01-20,referido,False
1225,Ana García 1225,cliente1225@email.com,Madrid,2030-01-23,email,True
1226,Luis Martín 1226,cliente1226@email.com,Barcelona,2030-01-26,google,False
1227,Eva López 1227,cliente1227@email.com,Valencia,2030-01-29,facebook,False
1228,Carlos Ruiz 1228,cliente1228@email.com,Sevilla,2030-02-01,organico,False
1229,Marta Soto 1229,cliente1229@email.com,Bilbao,2030-02-04,referido,False
1230,Pablo Díaz 1230,cliente1230@email.com,Madrid,2030-02-07,email,False
1231,Sara Vega 1231,cliente1231@email.com,Barcelona,2030-02-10,google,False
1232,Ana García 1232,cliente1232@email.com,Valencia,2030-02-13,facebook,True
1233,Luis Martín 1233,cliente1233@email.com,Sevilla,2030-02-16,organico,False
1234,Eva López 1234,cliente1234@email.com,Bilbao,2030-02-19,referido,False
1235,Carlos Ruiz 1235,cliente1235@email.com,Madrid,2030-02-22,email,False
1236,Marta Soto 1236,cliente1236@email.com,Barcelona,2030-02-25,google,False
1237,Pablo Díaz 1237,cliente1237@email.com,Valencia,2030-02-28,facebook,False
1238,Sara Vega 1238,cliente1238@email.com,Sevilla,2030-03-03,organico,False
1239,Ana García 1239,cliente1239@email.com,Bilbao,2030-03-06,referido,True
1240,Luis Martín 1240,cliente1240@email.com,Madrid,2030-03-09,email,False
1241,Eva López 1241,cliente1241@email.com,Barcelona,2030-03-12,google,False
1242,Carlos Ruiz 1242,cliente1242@email.com,Valencia,2030-03-15,facebook,False
1243,Marta Soto 1243,cliente1243@email.com,Sevilla,2030-03-18,organico,False
1244,Pablo Díaz 1244,cliente1244@email.com,Bilbao,2030-03-21,referido,False
1245,Sara Vega 1245,cliente1245@email.com,Madrid,2030-03-24,email,False
1246,Ana García 1246,cliente1246@email.com,Barcelona,2030-03-27,google,True
1247,Luis Martín 1247,cliente1247@email.com,Valencia,2030-03-30,facebook,False
1248,Eva López 1248,cliente1248@email.com,Sevilla,2030-04-02,organico,False
1249,Carlos Ruiz 1249,cliente1249@email.com,Bilbao,2030-04-05,referido,False
1250,Marta Soto 1250,cliente1250@email.com,Madrid,2030-04-08,email,False
1251,Pablo Díaz 1251,cliente1251@email.com,Barcelona,2030-04-11,google,False
1252,Sara Vega 1252,cliente1252@email.com,Valencia,2030-04-14,facebook,False
1253,Ana García 1253,cliente1253@email.com,Sevilla,2030-04-17,organico,True
1254,Luis Martín 1254,cliente1254@email.com,Bilbao,2030-04-20,referido,False
1255,Eva López 1255,cliente1255@email.com,Madrid,2030-04-23,email,False
1256,Carlos Ruiz 1256,cliente1256@email.com,Barcelona,2030-04-26,google,False
1257,Marta Soto 1257,cliente1257@email.com,Valencia,2030-04-29,facebook,False
1258,Pablo Díaz 1258,cliente1258@email.com,Sevilla,2030-05-02,organico,False
1259,Sara Vega 1259,cliente1259@email.com,Bilbao,2030-05-05,referido,False
1260,Ana García 1260,cliente1260@email.com,Madrid,2030-05-08,email,True
1261,Luis Martín 1261,cliente1261@email.com,Barcelona,2030-05-11,google,False
1262,Eva López 1262,cliente1262@email.com,Valencia,2030-05-14,facebook,False
1263,Carlos Ruiz 1263,cliente1263@email.com,Sevilla,2030-05-17,organico,False
1264,Marta Soto 1264,cliente1264@email.com,Bilbao,2030-05-20,referido,False
1265,Pablo Díaz 1265,cliente1265@email.com,Madrid,2030-05-23,email,False
1266,Sara Vega 1266,cliente1266@email.com,Barcelona,2030-05-26,google,False
1267,Ana García 1267,cliente1267@email.com,Valencia,2030-05-29,facebook,True
1268,Luis Martín 1268,cliente1268@email.com,Sevilla,2030-06-01,organico,False
1269,Eva López 1269,cliente1269@email.com,Bilbao,2030-06-04,referido,False
1270,Carlos Ruiz 1270,cliente1270@email.com,Madrid,2030-06-07,email,False
1271,Marta Soto 1271,cliente1271@email.com,Barcelona,2030-06-10,google,False
1272,Pablo Díaz 1272,cliente1272@email.com,Valencia,2030-06-13,facebook,False
1273,Sara Vega 1273,cliente1273@email.com,Sevilla,2030-06-16,organico,False
1274,Ana García 1274,cliente1274@email.com,Bilbao,2030-06-19,referido,True
1275,Luis Martín 1275,cliente1275@email.com,Madrid,2030-06-22,email,False
1276,Eva López 1276,cliente1276@email.com,Barcelona,2030-06-25,google,False
1277,Carlos Ruiz 1277,cliente1277@email.com,Valencia,2030-06-28,facebook,False
1278,Marta Soto 1278,cliente1278@email.com,Sevilla,2030-07-01,organico,False
1279,Pablo Díaz 1279,cliente1279@email.com,Bilbao,2030-07-04,referido,False
1280,Sara Vega 1280,cliente1280@email.com,Madrid,2030-07-07,email,False
1281,Ana García 1281,cliente1281@email.com,Barcelona,2030-07-10,google,True
1282,Luis Martín 1282,cliente1282@email.com,Valencia,2030-07-13,facebook,False
1283,Eva López 1283,cliente1283@email.com,Sevilla,2030-07-16,organico,False
1284,Carlos Ruiz 1284,cliente1284@email.com,Bilbao,2030-07-19,referido,False
1285,Marta Soto 1285,cliente1285@email.com,Madrid,2030-07-22,email,False
1286,Pablo Díaz 1286,cliente1286@email.com,Barcelona,2030-07-25,google,False
1287,Sara Vega 1287,cliente1287@email.com,Valencia,2030-07-28,facebook,False
1288,Ana García 1288,cliente1288@email.com,Sevilla,2030-07-31,organico,True
1289,Luis Martín 1289,cliente1289@email.com,Bilbao,2030-08-03,referido,False
1290,Eva López 1290,cliente1290@email.com,Madrid,2030-08-06,email,False
1291,Carlos Ruiz 1291,cliente1291@email.com,Barcelona,2030-08-09,google,False
1292,Marta Soto 1292,cliente1292@email.com,Valencia,2030-08-12,facebook,False
1293,Pablo Díaz 1293,cliente1293@email.com,Sevilla,2030-08-15,organico,False
1294,Sara Vega 1294,cliente1294@email.com,Bilbao,2030-08-18,referido,False
1295,Ana García 1295,cliente1295@email.com,Madrid,2030-08-21,email,True
1296,Luis Martín 1296,cliente1296@email.com,Barcelona,2030-08-24,google,False
1297,Eva López 1297,cliente1297@email.com,Valencia,2030-08-27,facebook,False
1298,Carlos Ruiz 1298,cliente1298@email.com,Sevilla,2030-08-30,organico,False
1299,Marta Soto 1299,cliente1299@email.com,Bilbao,2030-09-02,referido,False
1300,Pablo Díaz 1300,cliente1300@email.com,Madrid,2030-09-05,email,False
1301,Sara Vega 1301,cliente1301@email.com,Barcelona,2030-09-08,google,False
1302,Ana García 1302,cliente1302@email.com,Valencia,2030-09-11,facebook,True
1303,Luis Martín 1303,cliente1303@email.com,Sevilla,2030-09-14,organico,False
1304,Eva López 1304,cliente1304@email.com,Bilbao,2030-09-17,referido,False
1305,Carlos Ruiz 1305,cliente1305@email.com,Madrid,2030-09-20,email,False
1306,Marta Soto 1306,cliente1306@email.com,Barcelona,2030-09-23,google,False
1307,Pablo Díaz 1307,cliente1307@email.com,Valencia,2030-09-26,facebook,False
1308,Sara Vega 1308,cliente1308@email.com,Sevilla,2030-09-29,organico,False
1309,Ana García 1309,cliente1309@email.com,Bilbao,2030-10-02,referido,True
1310,Luis Martín 1310,cliente1310@email.com,Madrid,2030-10-05,email,False
1311,Eva López 1311,cliente1311@email.com,Barcelona,2030-10-08,google,False
1312,Carlos Ruiz 1312,cliente1312@email.com,Valencia,2030-10-11,facebook,False
1313,Marta Soto 1313,cliente1313@email.com,Sevilla,2030-10-14,organico,False
1314,Pablo Díaz 1314,cliente1314@email.com,Bilbao,2030-10-17,referido,False
1315,Sara Vega 1315,cliente1315@email.com,Madrid,2030-10-20,email,False
1316,Ana García 1316,cliente1316@email.com,Barcelona,2030-10-23,google,True
1317,Luis Martín 1317,cliente1317@email.com,Valencia,2030-10-26,facebook,False
1318,Eva López 1318,cliente1318@email.com,Sevilla,2030-10-29,organico,False
1319,Carlos Ruiz 1319,cliente1319@email.com,Bilbao,2030-11-01,referido,False
1320,Marta Soto 1320,cliente1320@email.com,Madrid,2030-11-04,email,False
1321,Pablo Díaz 1321,cliente1321@email.com,Barcelona,2030-11-07,google,False
1322,Sara Vega 1322,cliente1322@email.com,Valencia,2030-11-10,facebook,False
1323,Ana García 1323,cliente1323@email.com,Sevilla,2030-11-13,organico,True
1324,Luis Martín 1324,cliente1324@email.com,Bilbao,2030-11-16,referido,False
1325,Eva López 1325,cliente1325@email.com,Madrid,2030-11-19,email,False
1326,Carlos Ruiz 1326,cliente1326@email.com,Barcelona,2030-11-22,google,False
1327,Marta Soto 1327,cliente1327@email.com,Valencia,2030-11-25,facebook,False
1328,Pablo Díaz 1328,cliente1328@email.com,Sevilla,2030-11-28,organico,False
1329,Sara Vega 1329,cliente1329@email.com,Bilbao,2030-12-01,referido,False
1330,Ana García 1330,cliente1330@email.com,Madrid,2030-12-04,email,True
1331,Luis Martín 1331,cliente1331@email.com,Barcelona,2030-12-07,google,False
1332,Eva López 1332,cliente1332@email.com,Valencia,2030-12-10,facebook,False
1333,Carlos Ruiz 1333,cliente1333@email.com,Sevilla,2030-12-13,organico,False
1334,Marta Soto 1334,cliente1334@email.com,Bilbao,2030-12-16,referido,False
1335,Pablo Díaz 1335,cliente1335@email.com,Madrid,2030-12-19,email,False
1336,Sara Vega 1336,cliente1336@email.com,Barcelona,2030-12-22,google,False
1337,Ana García 1337,cliente1337@email.com,Valencia,2030-12-25,facebook,True
1338,Luis Martín 1338,cliente1338@email.com,Sevilla,2030-12-28,organico,False
1339,Eva López 1339,cliente1339@email.com,Bilbao,2030-12-31,referido,False
1340,Carlos Ruiz 1340,cliente1340@email.com,Madrid,2031-01-03,email,False
1341,Marta Soto 1341,cliente1341@email.com,Barcelona,2031-01-06,google,False
1342,Pablo Díaz 1342,cliente1342@email.com,Valencia,2031-01-09,facebook,False
1343,Sara Vega 1343,cliente1343@email.com,Sevilla,2031-01-12,organico,False
1344,Ana García 1344,cliente1344@email.com,Bilbao,2031-01-15,referido,True
1345,Luis Martín 1345,cliente1345@email.com,Madrid,2031-01-18,email,False
1346,Eva López 1346,cliente1346@email.com,Barcelona,2031-01-21,google,False
1347,Carlos Ruiz 1347,cliente1347@email.com,Valencia,2031-01-24,facebook,False
1348,Marta Soto 1348,cliente1348@email.com,Sevilla,2031-01-27,organico,False
1349,Pablo Díaz 1349,cliente1349@email.com,Bilbao,2031-01-30,referido,False
1350,Sara Vega 1350,cliente1350@email.com,Madrid,2031-02-02,email,False
1351,Ana García 1351,cliente1351@email.com,Barcelona,2031-02-05,google,True
1352,Luis Martín 1352,cliente1352@email.com,Valencia,2031-02-08,facebook,False
1353,Eva López 1353,cliente1353@email.com,Sevilla,2031-02-11,organico,False
1354,Carlos Ruiz 1354,cliente1354@email.com,Bilbao,2031-02-14,referido,False
1355,Marta Soto 1355,cliente1355@email.com,Madrid,2031-02-17,email,False
1356,Pablo Díaz 1356,cliente1356@email.com,Barcelona,2031-02-20,google,False
1357,Sara Vega 1357,cliente1357@email.com,Valencia,2031-02-23,facebook,False
